DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Belagavi,527,Belagavi District,0,2,0,0,0,0,4,4,2,16,29,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,42,71,1,12,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Ballari,528,Ballari,0,0,0,0,0,0,0,0,0,57,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,28,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Bidar,529,Bidar,0,0,0,0,0,0,2,1,0,4,22,1,0,1,1,9,0,0,0,0,0,0,0,0,0,0,1,79,25,0,2,0,7,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Vijayapura,530,Vijayapura,2,1,0,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,12,0,0,0,0,0,6,0,0,1,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Chikkaballapura,630,Chikkaballapura,0,4,1,0,0,0,5,1,2,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,68,1,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Chamarajanagara,531,Chamarajnagar,0,2,0,0,0,0,1,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,1,3,0,1,0,0,1,0,0,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,0,18,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Chitradurga,533,Chitradurga,0,0,0,0,0,0,6,0,0,18,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,22,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,0,2,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,86,29,1,18,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Davangere,535,Davanagere,1,2,0,0,0,0,4,0,0,70,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,10,43,1,8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Dharwad,536,Dharwad,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Gadag,537,Gadag,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Kalaburagi,538,Kalaburgi,0,5,0,1,0,0,0,0,0,6,8,0,0,0,9,2,0,1,0,0,1,0,0,0,0,0,0,79,42,0,3,0,5,0,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Hassan,539,Hassan,0,0,0,0,0,0,8,0,0,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,58,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Haveri,540,Haveri,1,1,0,0,0,0,5,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,45,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Dharwad,536,Hubballi Dharwad City,0,3,0,0,0,0,9,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,4,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Belagavi,527,K.G.F.,0,0,0,0,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Kodagu,541,Kodagu,0,0,0,0,0,0,1,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,0,8,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Kolar,542,Kolar,2,1,0,0,0,0,0,2,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Koppal,543,Koppal,0,1,0,0,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Mandya,544,Mandya,0,5,0,0,0,0,1,0,0,43,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,23,41,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Dakshina Kannada,534,Mangaluru City,0,1,0,3,0,0,1,0,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,25,0,8,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Mysuru,545,Mysuru City,1,1,0,0,0,0,0,5,0,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,26,0,12,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Mysuru,545,Mysuru District,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Raichur,546,Raichur,0,1,0,0,0,0,2,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14,26,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Bengaluru Urban,525,K.Railways,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Ramanagara,631,Ramanagara,0,2,1,0,0,0,2,6,0,105,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,35,24,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Shivamogga,547,Shimoga,0,3,0,1,0,0,7,0,0,89,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,13,0,8,0,0,0,0,0,1,1,1,2,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Tumakuru,548,Tumakuru,0,4,1,1,1,0,14,6,1,17,44,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,22,30,0,15,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Udupi,549,Udupi,0,1,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,35,0,9,3,7,0,0,0,0,19,0,0,1,2,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Uttara Kannada,550,Uttara Kannada,0,5,0,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,3,0,10,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Yadgir,635,Yadgiri,0,1,1,0,0,0,4,1,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,11,0,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Belagavi,527,Belagavi City,0,0,2,0,0,0,0,0,2,16,8,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,16,12,0,7,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Bagalkote,524,Bagalkot,0,3,0,0,0,0,2,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Bengaluru Urban,525,Bengaluru City,0,17,4,1,1,0,25,5,1,936,12,0,0,3,1,6,0,0,2,0,0,0,0,0,0,0,0,73,260,2,63,0,18,2,2,1,0,1,1,0,6,10,0,0,0,21,6,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Bengaluru Urban,525,Bengaluru District,0,3,0,0,0,0,2,0,0,123,35,0,0,2,0,7,0,13,0,0,0,0,0,0,0,0,0,4,60,0,9,0,5,0,4,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Belagavi,527,Belagavi District,3,6,0,1,0,0,4,4,2,20,27,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,29,65,0,7,0,9,0,1,0,0,1,4,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Ballari,528,Ballari,1,3,0,1,0,0,7,0,0,55,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,62,42,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Bidar,529,Bidar,0,2,0,0,0,0,7,13,0,14,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,90,32,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Vijayapura,530,Vijayapura,0,2,0,0,0,0,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Chikkaballapura,630,Chikkaballapura,0,3,1,0,0,0,8,0,0,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,61,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Chamarajanagara,531,Chamarajnagar,0,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,0,3,1,0,0,1,5,5,1,42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,0,16,1,2,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Chitradurga,533,Chitradurga,0,1,0,1,0,0,2,0,0,68,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,27,45,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,0,4,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,38,1,8,1,9,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Davangere,535,Davanagere,0,0,0,0,0,0,0,0,0,77,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,28,53,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Dharwad,536,Dharwad,0,0,0,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Gadag,537,Gadag,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Kalaburagi,538,Kalaburgi,1,3,0,1,0,0,2,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,32,45,0,8,0,6,0,4,0,0,0,4,2,0,0,0,0,0,1,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Hassan,539,Hassan,1,1,0,0,0,0,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Haveri,540,Haveri,1,1,0,0,0,0,3,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Dharwad,536,Hubballi Dharwad City,0,1,0,0,0,1,4,0,1,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27,15,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Belagavi,527,K.G.F.,0,0,0,0,0,1,0,3,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Kodagu,541,Kodagu,1,0,3,0,0,0,1,5,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,47,0,10,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Kolar,542,Kolar,3,1,0,0,0,0,2,3,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,8,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Koppal,543,Koppal,0,4,0,0,0,0,2,0,0,17,8,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,1,35,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,7,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Mandya,544,Mandya,0,3,3,0,2,0,3,0,0,97,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,44,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Dakshina Kannada,534,Mangaluru City,0,2,0,1,0,0,0,0,0,19,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,28,1,19,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Mysuru,545,Mysuru City,0,1,0,0,0,0,0,2,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Mysuru,545,Mysuru District,0,2,0,0,0,0,0,0,0,49,26,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,70,55,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Raichur,546,Raichur,0,0,0,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,0,4,0,5,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Bengaluru Urban,525,K.Railways,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Ramanagara,631,Ramanagara,0,0,0,0,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Shivamogga,547,Shimoga,0,5,1,2,2,0,4,0,0,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,97,1,12,0,6,0,1,0,0,0,0,0,0,1,0,0,0,3,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Tumakuru,548,Tumakuru,0,3,0,0,0,0,9,10,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,51,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Udupi,549,Udupi,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,5,1,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Uttara Kannada,550,Uttara Kannada,0,2,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0,7,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Yadgir,635,Yadgiri,0,0,1,1,0,0,0,0,1,9,3,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,18,24,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
